"Designator","NozzleNum","StackNum","Mid X","Mid Y","Rotation","Height","Speed","Vision","Pressure","Explanation"
"R33","1","L7","189.81","146.54","90.00","0.50","100","None","True","0:0805 "
"R33","1","L7","189.81","5.54","90.00","0.50","100","None","True","0:0805 "
"R33","1","L7","90.81","99.54","90.00","0.50","100","None","True","0:0805 "
"R33","1","L7","90.81","52.54","90.00","0.50","100","None","True","0:0805 "
"R33","1","L7","90.81","5.54","90.00","0.50","100","None","True","0:0805 "
"R33","1","L7","90.81","146.54","90.00","0.50","100","None","True","0:0805 "
"R36","1","L9","108.09","6.90","270.00","0.50","100","None","True","0:0805 "
"R36","1","L9","9.09","6.90","270.00","0.50","100","None","True","0:0805 "
"R36","1","L9","108.09","53.90","270.00","0.50","100","None","True","0:0805 "
"R36","1","L9","108.09","100.90","270.00","0.50","100","None","True","0:0805 "
"R36","1","L9","108.09","147.90","270.00","0.50","100","None","True","0:0805 "
"R36","1","L9","9.09","53.90","270.00","0.50","100","None","True","0:0805 "
"R36","1","L9","9.09","100.90","270.00","0.50","100","None","True","0:0805 "
"R36","1","L9","9.09","147.90","270.00","0.50","100","None","True","0:0805 "
"R37","1","L9","107.95","96.87","360.00","0.50","100","None","True","0:0805 "
"R37","1","L9","107.95","49.87","360.00","0.50","100","None","True","0:0805 "
"R37","1","L9","8.95","2.87","360.00","0.50","100","None","True","0:0805 "
"R37","1","L9","8.95","49.87","360.00","0.50","100","None","True","0:0805 "
"R37","1","L9","107.95","143.87","360.00","0.50","100","None","True","0:0805 "
"R37","1","L9","8.95","143.87","360.00","0.50","100","None","True","0:0805 "
"R37","1","L9","107.95","2.87","360.00","0.50","100","None","True","0:0805 "
"R37","1","L9","8.95","96.87","360.00","0.50","100","None","True","0:0805 "
"R38","1","L9","86.46","175.05","270.00","0.50","100","None","True","0:0805 "
"R38","1","L9","86.46","81.05","270.00","0.50","100","None","True","0:0805 "
"R38","1","L9","86.46","128.05","270.00","0.50","100","None","True","0:0805 "
"R38","1","L9","185.46","81.05","270.00","0.50","100","None","True","0:0805 "
"R38","1","L9","185.46","175.05","270.00","0.50","100","None","True","0:0805 "
"R38","1","L9","185.46","128.05","270.00","0.50","100","None","True","0:0805 "
"R38","1","L9","86.46","34.05","270.00","0.50","100","None","True","0:0805 "
"R38","1","L9","185.46","34.05","270.00","0.50","100","None","True","0:0805 "
"R39","1","L7","82.00","6.99","360.00","0.50","100","None","True","0:0805 "
"R39","1","L7","82.00","53.99","360.00","0.50","100","None","True","0:0805 "
"R39","1","L7","82.00","100.99","360.00","0.50","100","None","True","0:0805 "
"R39","1","L7","82.00","147.99","360.00","0.50","100","None","True","0:0805 "
"R39","1","L7","181.00","147.99","360.00","0.50","100","None","True","0:0805 "
"R39","1","L7","181.00","6.99","360.00","0.50","100","None","True","0:0805 "
"R39","1","L7","181.00","53.99","360.00","0.50","100","None","True","0:0805 "
"R39","1","L7","181.00","100.99","360.00","0.50","100","None","True","0:0805 "
"R4","1","L2","176.07","64.60","360.00","0.50","100","None","True","0:0805 "
"R4","1","L2","77.07","111.60","360.00","0.50","100","None","True","0:0805 "
"R4","1","L2","176.07","158.60","360.00","0.50","100","None","True","0:0805 "
"R4","1","L2","77.07","64.60","360.00","0.50","100","None","True","0:0805 "
"R4","1","L2","77.07","17.60","360.00","0.50","100","None","True","0:0805 "
"R4","1","L2","176.07","17.60","360.00","0.50","100","None","True","0:0805 "
"R4","1","L2","176.07","111.60","360.00","0.50","100","None","True","0:0805 "
"R4","1","L2","77.07","158.60","360.00","0.50","100","None","True","0:0805 "
"R5","1","L8","81.65","29.01","180.00","0.50","100","None","True","0:0805 "
"R5","1","L8","81.65","170.01","180.00","0.50","100","None","True","0:0805 "
"R5","1","L8","81.65","123.01","180.00","0.50","100","None","True","0:0805 "
"R5","1","L8","180.65","170.01","180.00","0.50","100","None","True","0:0805 "
"R5","1","L8","180.65","123.01","180.00","0.50","100","None","True","0:0805 "
"R5","1","L8","180.65","76.01","180.00","0.50","100","None","True","0:0805 "
"R5","1","L8","180.65","29.01","180.00","0.50","100","None","True","0:0805 "
"R5","1","L8","81.65","76.01","180.00","0.50","100","None","True","0:0805 "
"R51","1","L9","79.47","153.70","180.00","0.50","100","None","True","0:0805 "
"R51","1","L9","79.47","59.70","180.00","0.50","100","None","True","0:0805 "
"R51","1","L9","79.47","106.70","180.00","0.50","100","None","True","0:0805 "
"R51","1","L9","79.47","12.70","180.00","0.50","100","None","True","0:0805 "
"R51","1","L9","178.47","12.70","180.00","0.50","100","None","True","0:0805 "
"R51","1","L9","178.47","59.70","180.00","0.50","100","None","True","0:0805 "
"R51","1","L9","178.47","153.70","180.00","0.50","100","None","True","0:0805 "
"R51","1","L9","178.47","106.70","180.00","0.50","100","None","True","0:0805 "
"R52","1","L4","103.26","48.80","180.00","0.50","100","None","True","0:0805 "
"R52","1","L4","103.26","95.80","180.00","0.50","100","None","True","0:0805 "
"R52","1","L4","103.26","1.80","180.00","0.50","100","None","True","0:0805 "
"R52","1","L4","4.26","142.80","180.00","0.50","100","None","True","0:0805 "
"R52","1","L4","4.26","95.80","180.00","0.50","100","None","True","0:0805 "
"R52","1","L4","4.26","1.80","180.00","0.50","100","None","True","0:0805 "
"R52","1","L4","4.26","48.80","180.00","0.50","100","None","True","0:0805 "
"R52","1","L4","103.26","142.80","180.00","0.50","100","None","True","0:0805 "
"R55","1","L6","13.45","1.80","180.00","0.50","100","None","True","0:0805 "
"R55","1","L6","112.45","95.80","180.00","0.50","100","None","True","0:0805 "
"R55","1","L6","112.45","142.80","180.00","0.50","100","None","True","0:0805 "
"R55","1","L6","112.45","48.80","180.00","0.50","100","None","True","0:0805 "
"R55","1","L6","112.45","1.80","180.00","0.50","100","None","True","0:0805 "
"R55","1","L6","13.45","142.80","180.00","0.50","100","None","True","0:0805 "
"R55","1","L6","13.45","48.80","180.00","0.50","100","None","True","0:0805 "
"R55","1","L6","13.45","95.80","180.00","0.50","100","None","True","0:0805 "
"R6","1","L8","174.27","63.00","360.00","0.50","100","None","True","0:0805 "
"R6","1","L8","174.27","110.00","360.00","0.50","100","None","True","0:0805 "
"R6","1","L8","174.27","157.00","360.00","0.50","100","None","True","0:0805 "
"R6","1","L8","174.27","16.00","360.00","0.50","100","None","True","0:0805 "
"R6","1","L8","75.27","157.00","360.00","0.50","100","None","True","0:0805 "
"R6","1","L8","75.27","16.00","360.00","0.50","100","None","True","0:0805 "
"R6","1","L8","75.27","63.00","360.00","0.50","100","None","True","0:0805 "
"R6","1","L8","75.27","110.00","360.00","0.50","100","None","True","0:0805 "
"T1","1","L14","91.96","126.11","180.00","0.50","100","None","True","0:SOT23 "
"T1","1","L14","91.96","79.11","180.00","0.50","100","None","True","0:SOT23 "
"T1","1","L14","91.96","173.11","180.00","0.50","100","None","True","0:SOT23 "
"T1","1","L14","190.96","32.11","180.00","0.50","100","None","True","0:SOT23 "
"T1","1","L14","190.96","126.11","180.00","0.50","100","None","True","0:SOT23 "
"T1","1","L14","190.96","79.11","180.00","0.50","100","None","True","0:SOT23 "
"T1","1","L14","91.96","32.11","90.00","0.50","100","None","True","0:SOT23 "
"T1","1","L14","190.96","173.11","180.00","0.50","100","None","True","0:SOT23 "
"U$2","1","L13","86.72","51.81","360.00","0.50","100","None","True","0:LED-TRICOLOR-SMD "
"U$2","1","L13","185.72","145.81","360.00","0.50","100","None","True","0:LED-TRICOLOR-SMD "
"U$2","1","L13","86.72","4.81","360.00","0.50","100","None","True","0:LED-TRICOLOR-SMD "
"U$2","1","L13","86.72","98.81","360.00","0.50","100","None","True","0:LED-TRICOLOR-SMD "
"U$2","1","L13","86.72","145.81","360.00","0.50","100","None","True","0:LED-TRICOLOR-SMD "
"U$2","1","L13","185.72","98.81","360.00","0.50","100","None","True","0:LED-TRICOLOR-SMD "
"U$2","1","L13","185.72","4.81","360.00","0.50","100","None","True","0:LED-TRICOLOR-SMD "
"U$2","1","L13","185.72","51.81","360.00","0.50","100","None","True","0:LED-TRICOLOR-SMD "

Puzzle
7.57
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00

3.21
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00

0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00

0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00

199.79
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00

180.76
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00

192.80
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00

177.90
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00

Other
1.60

True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False

True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False

Mark
2
0
False
6
